chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAllelePloidy	minorAllelePloidyDeviation	observedTumorRatio	observedNormalRatio	majorAllelePloidy	majorAllelePloidyDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	svCluster	eventPenalty	minStart	maxStart
chr9	66799001	66822000	NOISE	0	0.0000	6.7539	0.9505	6.0388	4.5641	8.0000	0.2000	0.0000	14.7539	0.0000	0.0000	13.3961	true	NONE	1	0.5422	0.3730	false	4.5262	66799001	66821001
chr9	66822001	66823000	NOISE	0	0.0000	25.9571	0.2676	21.2819	35.6377	27.0000	0.2000	0.0000	52.9571	0.0000	0.0000	39.7618	true	NONE	1	0.5098	0.3540	false	15.9871	66822001	66822001
chr9	66823001	66825000	NOISE	0	0.0000	2.6549	0.9941	2.4083	2.7946	3.0000	0.2000	0.0000	5.6549	0.0000	0.0000	4.9712	true	NONE	2	0.5305	0.3645	false	1.7965	66823001	66823001
chr9	66825001	66826000	NOISE	0	0.0000	9.4672	0.9998	7.9194	9.7431	10.0000	0.2000	0.0000	19.4672	0.0000	0.0000	16.1365	true	NONE	1	0.5137	0.3580	false	5.9402	66825001	66825001
chr9	66826001	66827000	NOISE	0	0.0000	2.4506	0.9997	2.2972	2.6383	2.9258	0.4462	0.0000	5.3764	0.0000	0.0000	4.7523	true	NONE	1	0.5442	0.4350	false	1.7129	66826001	66826001
chr9	66827001	66834000	NOISE	0	0.0000	139.7581	0.9464	112.1745	160.4314	141.0000	0.2000	0.0000	280.7581	0.0000	0.0000	220.0224	true	NONE	1	0.5022	0.3570	false	84.3274	66827001	66833001
chr9	66834001	66835000	NOISE	0	0.0000	15.2945	0.9812	13.0375	10.9549	17.0000	0.2000	0.0000	32.2945	0.0000	0.0000	28.5021	true	NONE	1	0.5264	0.3630	false	9.7883	66834001	66834001
chr9	66835001	66846000	NOISE	0	0.0000	4.0000	0.2000	3.4875	4.0396	4.3596	0.9959	0.0000	8.3596	0.0000	0.0000	7.2017	true	NONE	9	0.5215	0.4143	false	2.6079	66835001	66835001
chr9	66846001	66847000	NOISE	0	0.0000	17.2950	0.9814	14.6337	16.8760	19.0000	0.2000	0.0000	36.2950	0.0000	0.0000	30.2470	true	NONE	1	0.5235	0.3620	false	10.9885	66846001	66846001
chr9	66847001	66858000	NOISE	0	0.0000	3.2760	0.9724	3.0197	3.4244	3.9112	0.5214	0.0000	7.1872	0.0000	0.0000	6.2637	true	NONE	6	0.5442	0.3643	false	2.2562	66847001	66847001
chr9	66858001	66863000	NOISE	0	0.0000	9.5752	0.9993	8.3615	10.5651	11.0000	0.2000	0.0000	20.5752	0.0000	0.0000	16.9313	true	NONE	5	0.5346	0.4554	false	6.2726	66858001	66858001
chr9	66863001	68426000	NOISE	0	0.0000	24.8348	0.8126	20.0361	23.3808	25.0000	0.2000	0.0000	49.8348	0.0000	0.0000	41.3088	true	NONE	10	0.5017	0.4174	false	15.0504	66863001	68414001
chr9	68426001	69003000	NOISE	1	0.6538	3.9927	0.2000	4.8212	5.6606	7.7095	0.9796	0.7712	11.7023	0.0000	0.0000	9.9268	true	NONE	7	0.6588	0.4483	false	3.6107	68426001	68996001
chr9	69003001	71738000	DIPLOID	125	0.5432	1.0000	0.2000	0.9508	1.0037	1.0021	0.2000	0.2173	2.0021	0.0000	0.0000	2.0007	true	NONE	688	0.5005	0.4141	false	1.0006	48867679	71032001
chr9	71738001	71742000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4481	0.5144	0.7420	2.3080	0.0000	0.7420	0.0000	0.0000	0.9270	true	NONE	4	1.0000	0.4138	false	1.3774	71738001	71738001
chr9	71742001	72653000	DIPLOID	205	0.5349	1.0000	0.2000	0.9570	1.0023	1.0176	0.2000	0.2140	2.0176	0.0000	0.0000	2.0167	true	NONE	840	0.5043	0.4059	false	1.0053	71738001	71743001
chr9	72653001	72654000	NOISE	0	0.0000	40.6511	0.9946	33.1298	50.4221	42.0000	0.2000	0.0000	82.6511	0.0000	0.0000	63.8237	true	NONE	1	0.5082	0.4070	false	24.8953	72653001	72653001
chr9	72654001	74467000	DIPLOID	225	0.5310	1.0000	0.2000	0.9601	0.9946	1.0252	0.2000	0.2124	2.0252	0.0000	0.0000	2.0273	true	NONE	1694	0.5062	0.3896	false	1.0076	72653001	72654001
chr9	74467001	74469000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4218	0.4552	0.6761	2.4664	0.0000	0.6761	0.0000	0.0000	0.8836	true	NONE	2	1.0000	0.3055	false	1.3972	74467001	74467001
chr9	74469001	75266000	DIPLOID	174	0.5399	0.9522	0.2972	0.9309	0.9826	1.0000	0.2000	0.2684	1.9522	0.0000	0.0000	1.9588	true	NONE	765	0.5122	0.4059	false	1.0143	74467001	74469001
chr9	75266001	76269000	DIPLOID	149	0.5392	1.0000	0.2000	0.9771	1.0047	1.0679	0.4118	0.3299	2.0679	0.0000	0.0000	2.0661	true	NONE	971	0.5164	0.3598	false	1.0204	75266001	75266001
chr9	76269001	79186000	DIPLOID	345	0.5400	1.0000	0.2000	0.9501	1.0017	1.0004	0.2000	0.2160	2.0004	0.0000	0.0000	1.9997	true	NONE	2761	0.5001	0.3837	false	1.0001	76269001	76269001
chr9	79186001	79187000	NOISE	0	0.0000	5.6419	0.9957	4.7971	4.8731	6.0000	0.2000	0.0000	11.6419	0.0000	0.0000	10.1664	true	NONE	1	0.5154	0.4470	false	3.5926	79186001	79186001
chr9	79187001	79830000	DIPLOID	90	0.5343	0.9392	0.3725	0.9257	0.9905	1.0000	0.2000	0.3059	1.9392	0.0000	0.0000	1.9428	true	NONE	620	0.5157	0.4112	false	1.0182	79186001	79187001
chr9	79830001	84157000	DIPLOID	668	0.5359	1.0000	0.2000	0.9549	0.9984	1.0122	0.2000	0.2144	2.0122	0.0000	0.0000	2.0128	true	NONE	4039	0.5030	0.3844	false	1.0037	79830001	79830001
chr9	84157001	84160000	DIPLOID	0	0.0000	0.8118	0.8669	0.8749	0.8840	1.0000	0.2000	0.0000	1.8118	0.0000	0.0000	1.8560	true	NONE	3	0.5519	0.4103	false	1.0565	84157001	84157001
chr9	84160001	84161000	DIPLOID	2	0.7728	0.2260	0.9287	0.7313	0.9624	1.2258	0.9285	1.4352	1.4519	0.0000	0.0000	1.4662	true	NONE	1	0.8443	0.4110	false	1.2999	84160001	84160001
chr9	84161001	84269000	DIPLOID	3	0.5100	1.0000	0.2000	0.9531	0.9838	1.0076	0.2000	0.2040	2.0076	0.0000	0.0000	2.0138	true	NONE	104	0.5019	0.4236	false	1.0023	84161001	84161001
chr9	84269001	84517000	DIPLOID	0	0.0000	0.8665	0.7133	0.8967	0.9750	1.0000	0.2000	0.0000	1.8665	0.0000	0.0000	1.8760	true	NONE	235	0.5358	0.4284	false	1.0400	84269001	84269001
chr9	84517001	85993000	DIPLOID	34	0.5336	1.0000	0.2000	0.9696	1.0046	1.0492	0.3051	0.2696	2.0492	0.0000	0.0000	2.0474	true	NONE	1347	0.5120	0.3873	false	1.0147	84517001	84517001
chr9	85993001	85994000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3793	0.3800	0.5697	2.6443	0.0000	0.5697	0.0000	0.0000	0.8059	true	NONE	1	1.0000	0.2820	false	1.4291	85993001	85993001
chr9	85994001	89154000	DIPLOID	326	0.5396	0.9895	0.2000	0.9458	0.9963	1.0000	0.2000	0.2159	1.9895	0.0000	0.0000	1.9910	true	NONE	2783	0.5026	0.4079	false	1.0031	85993001	85994001
chr9	89154001	89156000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3319	0.3498	0.4509	2.8230	0.0000	0.4509	0.0000	0.0000	0.6986	true	NONE	2	1.0000	0.4275	false	1.4647	89154001	89154001
chr9	89156001	90594000	DIPLOID	357	0.5392	1.0000	0.2000	0.9568	0.9937	1.0171	0.2000	0.2157	2.0171	0.0000	0.0000	2.0195	true	NONE	1331	0.5042	0.4227	false	1.0051	89154001	89156001
chr9	90594001	91198000	DIPLOID	43	0.5514	0.8324	0.8190	0.9098	0.9786	1.0668	0.4058	0.6754	1.8991	0.0000	0.0000	1.9073	true	NONE	549	0.5617	0.4407	false	1.0703	90594001	90594001
chr9	91198001	91986000	DIPLOID	74	0.5410	1.0000	0.2000	0.9720	1.0084	1.0552	0.3402	0.2922	2.0552	0.0000	0.0000	2.0520	true	NONE	744	0.5134	0.4237	false	1.0165	91198001	91198001
chr9	91986001	91987000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1285	0.1407	-0.0589	1.8616	0.0000	-0.0589	0.0000	0.0000	0.2685	true	NONE	1	1.0000	0.6040	false	1.6177	91986001	91986001
chr9	91987001	94112000	DIPLOID	307	0.5385	1.0000	0.2000	0.9740	1.0071	1.0602	0.3690	0.3064	2.0602	0.0000	0.0000	2.0575	true	NONE	1762	0.5146	0.4350	false	1.0181	91986001	91988001
chr9	94112001	96470000	DIPLOID	264	0.5325	0.9831	0.2000	0.9433	1.0024	1.0000	0.2000	0.2130	1.9831	0.0000	0.0000	1.9822	true	NONE	2128	0.5043	0.4496	false	1.0051	94112001	94112001
chr9	96470001	96472000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3853	0.4572	0.5847	2.6211	0.0000	0.5847	0.0000	0.0000	0.7915	true	NONE	2	1.0000	0.4850	false	1.4246	96470001	96470001
chr9	96472001	98054000	DIPLOID	258	0.5411	1.0000	0.2000	0.9529	0.9947	1.0073	0.2000	0.2164	2.0073	0.0000	0.0000	2.0093	true	NONE	1342	0.5018	0.4329	false	1.0022	96470001	96472001
chr9	98054001	98055000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3277	0.2872	0.4404	2.8386	0.0000	0.4404	0.0000	0.0000	0.7119	true	NONE	1	1.0000	0.5430	false	1.4679	98054001	98054001
chr9	98055001	99009000	DIPLOID	156	0.5400	1.0000	0.2000	0.9535	0.9979	1.0088	0.2000	0.2160	2.0088	0.0000	0.0000	2.0096	true	NONE	909	0.5022	0.4386	false	1.0026	98054001	98057001
chr9	99009001	99184000	DIPLOID	24	0.5329	0.8784	0.6680	0.9015	0.9668	1.0000	0.2000	0.4626	1.8784	0.0000	0.0000	1.8911	true	NONE	170	0.5324	0.4336	false	1.0365	99009001	99009001
chr9	99184001	99185000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2937	0.4428	0.3551	2.9581	0.0000	0.3551	0.0000	0.0000	0.5674	true	NONE	1	1.0000	0.2900	false	1.4935	99184001	99184001
chr9	99185001	99499000	DIPLOID	0	0.0000	0.9127	0.5139	0.9152	0.9864	1.0000	0.2000	0.0000	1.9127	0.0000	0.0000	1.9179	true	NONE	294	0.5228	0.4322	false	1.0262	99184001	99185001
chr9	99499001	107255000	DIPLOID	924	0.5333	1.0000	0.2000	0.9567	1.0005	1.0169	0.2000	0.2133	2.0169	0.0000	0.0000	2.0167	true	NONE	7023	0.5042	0.3939	false	1.0051	99499001	99499001
chr9	107255001	107256000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3413	0.3713	0.4744	2.7880	0.0000	0.4744	0.0000	0.0000	0.7139	true	NONE	1	1.0000	0.2950	false	1.4577	107255001	107255001
chr9	107256001	113025000	DIPLOID	833	0.5368	1.0000	0.2000	0.9540	1.0003	1.0100	0.2000	0.2147	2.0100	0.0000	0.0000	2.0098	true	NONE	5468	0.5025	0.4107	false	1.0030	107255001	107256001
chr9	113025001	113030000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4785	0.4958	0.8184	1.9778	0.0000	0.8184	0.0000	0.0000	1.0105	true	NONE	5	1.0000	0.4000	false	1.3545	113025001	113025001
chr9	113030001	114014000	DIPLOID	177	0.5391	0.9767	0.2000	0.9407	0.9917	1.0000	0.2000	0.2156	1.9767	0.0000	0.0000	1.9799	true	NONE	919	0.5059	0.3802	false	1.0070	113025001	113030001
chr9	114014001	114015000	HET_DELETION	0	0.0000	4.6815	0.9890	4.0149	0.7376	5.0000	0.2000	0.0000	9.6815	0.0000	0.0000	9.7814	true	NONE	1	0.5165	0.3530	false	3.0044	114014001	114014001
chr9	114015001	116252000	DIPLOID	480	0.5357	0.9540	0.2864	0.9317	0.9865	1.0000	0.2000	0.2606	1.9540	0.0000	0.0000	1.9591	true	NONE	2105	0.5118	0.4141	false	1.0138	114014001	114015001
chr9	116252001	116254000	HET_DELETION	0	0.0000	0.4665	0.9998	0.5604	0.6311	0.5569	2.6638	0.0000	1.0234	0.0000	0.0000	1.1639	true	NONE	2	0.5442	0.3180	false	1.2930	116252001	116252001
chr9	116254001	119290000	DIPLOID	493	0.5385	1.0000	0.2000	0.9661	1.0029	1.0404	0.2527	0.2438	2.0404	0.0000	0.0000	2.0393	true	NONE	2903	0.5099	0.4291	false	1.0121	116252001	116254001
chr9	119290001	119392000	DIPLOID	0	0.0000	0.4834	0.9999	0.5751	0.9975	0.5771	2.6328	0.0000	1.0605	0.0000	0.0000	1.0615	true	NONE	92	0.5442	0.4144	false	1.2818	119290001	119290001
chr9	119392001	124588000	DIPLOID	657	0.5361	1.0000	0.2000	0.9594	1.0007	1.0235	0.2000	0.2144	2.0235	0.0000	0.0000	2.0233	true	NONE	4961	0.5058	0.4115	false	1.0071	119392001	119392001
chr9	124588001	124589000	HET_DELETION	1	0.5227	0.0000	0.2000	0.3561	0.4236	0.5115	2.7325	1.5328	0.5115	0.0000	0.0000	0.7311	true	NONE	1	1.0000	0.3160	false	1.4465	124588001	124588001
chr9	124589001	126114000	DIPLOID	175	0.5429	0.9867	0.2000	0.9447	1.0026	1.0000	0.2000	0.2172	1.9867	0.0000	0.0000	1.9857	true	NONE	1438	0.5033	0.4231	false	1.0040	124588001	124589001
chr9	126114001	126158000	DIPLOID	0	0.0000	0.9466	0.3302	0.9287	0.9641	1.0000	0.2000	0.0000	1.9466	0.0000	0.0000	1.9602	true	NONE	30	0.5137	0.5765	false	1.0160	126114001	126114001
chr9	126158001	126177000	DIPLOID	0	0.0000	0.5230	0.9999	0.6098	1.0025	0.6244	2.5580	0.0000	1.1474	0.0000	0.0000	1.1464	true	NONE	16	0.5442	0.5173	false	1.2558	126158001	126158001
chr9	126177001	126444000	DIPLOID	56	0.7616	0.1976	0.8852	0.6495	0.9954	1.0493	0.3059	0.9071	1.2469	0.0000	0.0000	1.2487	true	NONE	265	0.8415	0.4426	false	1.2555	126177001	126177001
chr9	126444001	126461000	DIPLOID	0	0.0000	0.5500	0.9997	0.6335	0.9749	0.6566	2.5027	0.0000	1.2066	0.0000	0.0000	1.2162	true	NONE	17	0.5442	0.4012	false	1.2380	126444001	126444001
chr9	126461001	126756000	DIPLOID	0	0.0000	1.0000	0.2000	0.9526	0.9907	1.0065	0.2000	0.0000	2.0065	0.0000	0.0000	2.0100	true	NONE	275	0.5016	0.4049	false	1.0019	126461001	126461001
chr9	126756001	127565000	DIPLOID	277	0.5421	0.9759	0.2000	0.9404	1.0033	1.0000	0.2000	0.2168	1.9759	0.0000	0.0000	1.9746	true	NONE	757	0.5061	0.4704	false	1.0072	126756001	126756001
chr9	127565001	128185000	DIPLOID	193	0.5443	0.8266	0.8335	0.8905	0.9709	1.0244	0.2000	0.5625	1.8510	0.0000	0.0000	1.8621	true	NONE	582	0.5534	0.4445	false	1.0593	127565001	127565001
chr9	128185001	128382000	DIPLOID	42	0.5468	0.9152	0.5015	0.9734	1.0127	1.1435	0.7480	0.6832	2.0587	0.0000	0.0000	2.0539	true	NONE	188	0.5555	0.4288	false	1.0685	128185001	128185001
chr9	128382001	128401000	DIPLOID	0	0.0000	0.9919	0.2000	0.9467	0.9892	1.0000	0.2000	0.0000	1.9919	0.0000	0.0000	1.9959	true	NONE	16	0.5020	0.4049	false	1.0024	128382001	128382001
chr9	128401001	128405000	DIPLOID	0	0.0000	0.0000	0.2000	0.5412	0.9281	0.9753	0.3494	0.0000	0.9753	0.0000	0.0000	1.0027	true	NONE	4	1.0000	0.4265	false	1.3074	128401001	128401001
chr9	128405001	128617000	DIPLOID	50	0.8443	0.0269	0.2000	0.5571	0.9980	0.9885	0.2000	0.3377	1.0154	0.0000	0.0000	1.0162	true	NONE	205	0.9735	0.3948	false	1.2954	128405001	128405001
chr9	128617001	128618000	DIPLOID	0	0.0000	0.5009	0.9999	0.5905	1.0997	0.5981	2.6002	0.0000	1.0990	0.0000	0.0000	1.0610	true	NONE	1	0.5442	0.2960	false	1.2703	128617001	128617001
chr9	128618001	128619000	DIPLOID	0	0.0000	0.7220	0.9735	0.7840	1.0848	0.8620	1.6656	0.0000	1.5840	0.0000	0.0000	1.5517	true	NONE	1	0.5442	0.3460	false	1.1248	128618001	128618001
chr9	128619001	129303000	DIPLOID	163	0.5392	1.0000	0.2000	0.9602	1.0125	1.0255	0.2000	0.2157	2.0255	0.0000	0.0000	2.0208	true	NONE	653	0.5063	0.4560	false	1.0077	128619001	128619001
chr9	129303001	129720000	DIPLOID	16	0.5275	0.9160	0.4972	0.9165	0.9877	1.0000	0.2000	0.3678	1.9160	0.0000	0.0000	1.9207	true	NONE	381	0.5219	0.4852	false	1.0252	129303001	129303001
chr9	129720001	130048000	DIPLOID	0	0.0000	0.4844	0.9999	0.5760	1.0257	0.5783	2.6310	0.0000	1.0627	0.0000	0.0000	1.0529	true	NONE	314	0.5442	0.4598	false	1.2812	129720001	129720001
chr9	130048001	130171000	DIPLOID	1	0.5495	0.8816	0.6554	0.9495	0.9973	1.1171	0.6501	0.7174	1.9987	0.0000	0.0000	1.9997	true	NONE	118	0.5589	0.4514	false	1.0707	130048001	130048001
chr9	130171001	130172000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1106	0.1216	-0.1038	2.0923	0.0000	-0.1038	0.0000	0.0000	0.2309	true	NONE	1	1.0000	0.5980	false	1.6311	130171001	130171001
chr9	130172001	130889000	DIPLOID	74	0.5380	0.9130	0.5125	0.9153	0.9860	1.0000	0.2000	0.3833	1.9130	0.0000	0.0000	1.9183	true	NONE	639	0.5227	0.5203	false	1.0261	130171001	130172001
chr9	130889001	130901000	AMPLIFICATION	0	0.0000	2.0803	0.4786	1.9731	2.0843	2.4837	0.9999	0.0000	4.5641	0.0000	0.0000	4.1510	true	NONE	8	0.5442	0.5193	false	1.4692	130889001	130893001
chr9	130901001	132186000	DIPLOID	47	0.5455	0.8248	0.8379	0.8913	0.9785	1.0281	0.2000	0.5662	1.8529	0.0000	0.0000	1.8611	true	NONE	1133	0.5549	0.5180	false	1.0610	130889001	130903001
chr9	132186001	132187000	DIPLOID	0	0.0000	1.1075	0.6092	1.1215	1.0983	1.3223	0.9899	0.0000	2.4298	0.0000	0.0000	2.3924	true	NONE	1	0.5442	0.5400	false	1.1289	132186001	132186001
chr9	132187001	132206000	AMPLIFICATION	1	0.6494	1.0295	0.2000	1.3884	1.8258	2.0693	0.4195	0.4023	3.0988	0.0000	0.0000	2.7842	true	NONE	17	0.6678	0.5386	false	1.3296	132187001	132187001
chr9	132206001	132207000	AMPLIFICATION	0	0.0000	1.1474	0.7605	1.1564	1.1760	1.3699	0.9968	0.0000	2.5173	0.0000	0.0000	2.4502	true	NONE	1	0.5442	0.5090	false	1.1552	132206001	132206001
chr9	132207001	132215000	DIPLOID	5	0.5135	1.0000	0.2000	0.9520	1.0167	1.0050	0.2000	0.2054	2.0050	0.0000	0.0000	1.9986	true	NONE	7	0.5012	0.5074	false	1.0015	132187001	132208001
chr9	132215001	132216000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2733	0.3788	0.3040	3.0135	0.0000	0.3040	0.0000	0.0000	0.5407	true	NONE	1	1.0000	0.5910	false	1.5088	132215001	132215001
chr9	132216001	133316000	DIPLOID	75	0.5316	0.8852	0.6404	0.9042	0.9776	1.0000	0.2000	0.4468	1.8852	0.0000	0.0000	1.8937	true	NONE	855	0.5305	0.5096	false	1.0344	132215001	132217001
chr9	133316001	133326000	DIPLOID	0	0.0000	0.0000	0.2000	0.5342	0.9445	0.9578	0.5905	0.0000	0.9578	0.0000	0.0000	0.9790	true	NONE	9	1.0000	0.5489	false	1.3127	133316001	133316001
chr9	133326001	133819000	DIPLOID	86	0.5366	0.9015	0.5683	0.9107	0.9803	1.0000	0.2000	0.4122	1.9015	0.0000	0.0000	1.9090	true	NONE	433	0.5259	0.4947	false	1.0296	133326001	133328001
chr9	133819001	133820000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3283	0.3627	0.4419	2.8364	0.0000	0.4419	0.0000	0.0000	0.6846	true	NONE	1	1.0000	0.5590	false	1.4674	133819001	133819001
chr9	133820001	134243000	DIPLOID	93	0.5469	0.8352	0.8115	0.9032	0.9913	1.0475	0.2955	0.6055	1.8827	0.0000	0.0000	1.8860	true	NONE	381	0.5564	0.5028	false	1.0637	133819001	133820001
chr9	134243001	134328000	DIPLOID	0	0.0000	0.9222	0.4652	0.9190	1.0099	1.0000	0.2000	0.0000	1.9222	0.0000	0.0000	1.9184	true	NONE	83	0.5202	0.4806	false	1.0233	134243001	134243001
chr9	134328001	134345000	DIPLOID	0	0.0000	0.0000	0.2000	0.5239	1.0076	0.9320	0.9275	0.0000	0.9320	0.0000	0.0000	0.9291	true	NONE	17	1.0000	0.4651	false	1.3204	134328001	134328001
chr9	134345001	134354000	DIPLOID	2	0.8769	-0.0191	0.2000	0.5554	1.0089	1.0301	0.2000	0.3507	1.0110	0.0000	0.0000	1.0076	true	NONE	6	1.0188	0.5310	false	1.3147	134345001	134345001
chr9	134354001	134406000	DIPLOID	0	0.0000	0.4586	0.9997	0.5535	0.9970	0.5476	2.6780	0.0000	1.0062	0.0000	0.0000	1.0074	true	NONE	51	0.5442	0.5375	false	1.2981	134354001	134354001
chr9	134406001	134424000	DIPLOID	0	0.0000	0.8188	0.8519	0.8687	0.9648	0.9775	0.3186	0.0000	1.7963	0.0000	0.0000	1.8097	true	NONE	11	0.5442	0.5285	false	1.0611	134406001	134408001
chr9	134424001	135253000	DIPLOID	117	0.5429	0.9606	0.2466	0.9343	1.0034	1.0000	0.2000	0.2425	1.9606	0.0000	0.0000	1.9593	true	NONE	774	0.5100	0.4743	false	1.0118	134424001	134424001
chr9	135253001	135254000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2871	0.3731	0.3386	2.9783	0.0000	0.3386	0.0000	0.0000	0.5774	true	NONE	1	1.0000	0.5150	false	1.4984	135253001	135253001
chr9	135254001	135936000	DIPLOID	131	0.5263	0.9399	0.3683	0.9260	1.0021	1.0000	0.2000	0.2991	1.9399	0.0000	0.0000	1.9392	true	NONE	651	0.5155	0.4771	false	1.0180	135253001	135254001
chr9	135936001	135956000	AMPLIFICATION	0	0.0000	1.4590	0.9998	1.4292	1.5662	1.7420	0.9605	0.0000	3.2010	0.0000	0.0000	2.9853	true	NONE	11	0.5442	0.4983	false	1.3603	135936001	135941001
chr9	135956001	136282000	DIPLOID	95	0.5402	0.9474	0.3251	0.9290	1.0032	1.0000	0.2000	0.2837	1.9474	0.0000	0.0000	1.9462	true	NONE	248	0.5135	0.5242	false	1.0158	135936001	135963001
chr9	136282001	136283000	AMPLIFICATION	0	0.0000	3.0000	0.2000	2.7318	1.2848	3.4657	0.9998	0.0000	6.4657	0.0000	0.0000	6.3572	true	NONE	1	0.5360	0.5310	false	2.0397	136282001	136282001
chr9	136283001	136450000	DIPLOID	18	0.5445	0.8987	0.5813	0.9540	1.0207	1.1115	0.6263	0.6575	2.0101	0.0000	0.0000	2.0022	true	NONE	111	0.5529	0.5739	false	1.0638	136282001	136283001
chr9	136450001	136454000	NOISE	4	0.5511	2.7515	0.9527	2.6149	2.8263	3.4212	0.9992	1.0757	6.1727	0.0000	0.0000	5.4769	true	NONE	1	0.5543	0.6070	false	1.9518	136450001	136453001
chr9	136454001	136625000	DIPLOID	59	0.5361	0.9858	0.2000	0.9443	1.0031	1.0000	0.2000	0.2144	1.9858	0.0000	0.0000	1.9846	true	NONE	129	0.5036	0.5462	false	1.0043	136450001	136454001
chr9	136625001	136626000	HET_DELETION	0	0.0000	0.0000	0.2000	0.0732	0.1158	-0.1975	2.3850	0.0000	-0.1975	0.0000	0.0000	0.1393	true	NONE	1	1.0000	0.6040	false	1.6592	136625001	136625001
chr9	136626001	136719000	DIPLOID	37	0.5538	0.8404	0.7972	0.9218	0.9944	1.0890	0.5224	0.7308	1.9294	0.0000	0.0000	1.9315	true	NONE	63	0.5644	0.5656	false	1.0746	136625001	136626001
chr9	136719001	136725000	DIPLOID	0	0.0000	0.5114	0.9999	0.5997	1.1230	0.6106	2.5803	0.0000	1.1220	0.0000	0.0000	1.0752	true	NONE	6	0.5442	0.5537	false	1.2634	136719001	136719001
chr9	136725001	136756000	DIPLOID	0	0.0000	0.9969	0.2000	0.9488	0.9905	1.0000	0.2000	0.0000	1.9969	0.0000	0.0000	2.0005	true	NONE	24	0.5008	0.5713	false	1.0009	136725001	136725001
chr9	136756001	136757000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1870	0.2158	0.0877	2.4006	0.0000	0.0877	0.0000	0.0000	0.3865	true	NONE	1	1.0000	0.6010	false	1.5737	136756001	136756001
chr9	136757001	137334000	DIPLOID	119	0.5412	0.9365	0.3875	0.9247	0.9779	1.0000	0.2000	0.3180	1.9365	0.0000	0.0000	1.9450	true	NONE	333	0.5164	0.5643	false	1.0190	136756001	136757001
chr9	137334001	137337000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3310	0.3385	0.4486	2.8264	0.0000	0.4486	0.0000	0.0000	0.7006	true	NONE	1	1.0000	0.6140	false	1.4654	137334001	137336001
chr9	137337001	137548000	DIPLOID	7	0.5319	1.0000	0.2000	0.9504	1.0121	1.0011	0.2000	0.2128	2.0011	0.0000	0.0000	1.9965	true	NONE	166	0.5003	0.5287	false	1.0003	137334001	137337001
chr9	137548001	137550000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4285	0.6366	0.6931	2.4317	0.0000	0.6931	0.0000	0.0000	0.8315	true	NONE	2	1.0000	0.5355	false	1.3921	137548001	137548001
chr9	137550001	137651000	DIPLOID	65	0.5408	0.9242	0.4550	0.9197	1.0071	1.0000	0.2000	0.3542	1.9242	0.0000	0.0000	1.9214	true	NONE	75	0.5197	0.5545	false	1.0228	137548001	137551001
chr9	137651001	137653000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3060	0.3428	0.3860	2.9169	0.0000	0.3860	0.0000	0.0000	0.6363	true	NONE	2	1.0000	0.5425	false	1.4842	137651001	137651001
chr9	137653001	137922000	DIPLOID	71	0.5408	0.9917	0.2000	0.9467	1.0135	1.0000	0.2000	0.2163	1.9917	0.0000	0.0000	1.9866	true	NONE	229	0.5021	0.5271	false	1.0025	137651001	137653001
chr9	137922001	137924000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2057	0.1518	0.1346	2.7325	0.0000	0.1346	0.0000	0.0000	0.4577	true	NONE	1	1.0000	0.5980	false	1.5596	137922001	137923001
chr9	137924001	137958000	DIPLOID	6	0.5288	0.9704	0.2000	0.9382	1.0199	1.0000	0.2000	0.2115	1.9704	0.0000	0.0000	1.9628	true	NONE	33	0.5075	0.4899	false	1.0089	137922001	137924001
chr9	137958001	137959000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1689	0.2344	0.0424	1.9657	0.0000	0.0424	0.0000	0.0000	0.3340	true	NONE	1	1.0000	0.5740	false	1.5873	137958001	137958001
chr9	137959001	138214000	DIPLOID	53	0.5354	1.0000	0.2000	0.9532	1.0041	1.0081	0.2000	0.2142	2.0081	0.0000	0.0000	2.0065	true	NONE	218	0.5020	0.5406	false	1.0024	137958001	137959001
