GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.3utr::gencode::RAD54B::ENSG00000197275.8	4	4	4	0.6146	1.0	0.38541	0.8896513158505454	3	0	1	gc19_pc.3utr::gencode::RAD54B::ENSG00000197275.8
gc19_pc.3utr::gencode::KMT2E::ENSG00000005483.15	5	5	5	0.61472	1.0	0.38528	0.8896449174994191	5	0	0	gc19_pc.3utr::gencode::KMT2E::ENSG00000005483.15
gc19_pc.3utr::gencode::GPD1::ENSG00000167588.8	2	2	2	0.61479	1.0	0.38521	0.8896449174994191	2	0	0	gc19_pc.3utr::gencode::GPD1::ENSG00000167588.8
gc19_pc.3utr::gencode::TSR3::ENSG00000007520.3	1	1	1	0.61494		0.38562		1	0	0	gc19_pc.3utr::gencode::TSR3::ENSG00000007520.3
gc19_pc.3utr::gencode::TDRD12::ENSG00000173809.11	1	1	1	0.61505		0.39142		1	0	0	gc19_pc.3utr::gencode::TDRD12::ENSG00000173809.11
gc19_pc.3utr::gencode::METTL20::ENSG00000139160.9	2	2	2	0.61517	1.0	0.38483	0.8890190374331551	2	0	0	gc19_pc.3utr::gencode::METTL20::ENSG00000139160.9
gc19_pc.3utr::gencode::MME::ENSG00000196549.6	9	9	9	0.61523	1.0	0.38477	0.8890190374331551	9	0	0	gc19_pc.3utr::gencode::MME::ENSG00000196549.6
gc19_pc.3utr::gencode::FOXK2::ENSG00000141568.15	2	2	2	0.61528	1.0	0.38472	0.8890190374331551	2	0	0	gc19_pc.3utr::gencode::FOXK2::ENSG00000141568.15
gc19_pc.3utr::gencode::SUSD2::ENSG00000099994.10	3	3	3	0.61535	1.0	0.38465	0.8890190374331551	3	0	0	gc19_pc.3utr::gencode::SUSD2::ENSG00000099994.10
gc19_pc.3utr::gencode::PPP1R3B::ENSG00000173281.4	9	9	8	0.61536	1.0	0.38464	0.8890190374331551	8	0	1	gc19_pc.3utr::gencode::PPP1R3B::ENSG00000173281.4
gc19_pc.3utr::gencode::TSPYL5::ENSG00000180543.3	3	3	3	0.61555	1.0	0.38445	0.8890190374331551	3	0	0	gc19_pc.3utr::gencode::TSPYL5::ENSG00000180543.3
gc19_pc.3utr::gencode::RWDD3::ENSG00000122481.12	2	2	2	0.61556	1.0	0.38444	0.8890190374331551	2	0	0	gc19_pc.3utr::gencode::RWDD3::ENSG00000122481.12
gc19_pc.3utr::gencode::HLCS::ENSG00000159267.10	7	7	7	0.61563	1.0	0.38437	0.8890190374331551	7	0	0	gc19_pc.3utr::gencode::HLCS::ENSG00000159267.10
gc19_pc.3utr::gencode::IFNAR2::ENSG00000159110.15	6	6	6	0.61584	1.0	0.38416	0.8890190374331551	4	0	2	gc19_pc.3utr::gencode::IFNAR2::ENSG00000159110.15
gc19_pc.3utr::gencode::DUSP18::ENSG00000167065.9	3	3	3	0.61589	1.0	0.38411	0.8890190374331551	2	0	1	gc19_pc.3utr::gencode::DUSP18::ENSG00000167065.9
gc19_pc.3utr::gencode::EFNA3::ENSG00000143590.9	1	1	1	0.6161		0.38438		1	0	0	gc19_pc.3utr::gencode::EFNA3::ENSG00000143590.9
gc19_pc.3utr::gencode::CLCN7::ENSG00000103249.13	4	4	4	0.61621	1.0	0.38379	0.8886826940107202	4	0	0	gc19_pc.3utr::gencode::CLCN7::ENSG00000103249.13
gc19_pc.3utr::gencode::GDF11::ENSG00000135414.5	4	4	4	0.61624	1.0	0.38376	0.8886826940107202	4	0	0	gc19_pc.3utr::gencode::GDF11::ENSG00000135414.5
gc19_pc.3utr::gencode::PLA2G6::ENSG00000184381.14	2	2	2	0.61628	1.0	0.38372	0.8886826940107202	2	0	0	gc19_pc.3utr::gencode::PLA2G6::ENSG00000184381.14
gc19_pc.3utr::gencode::DSCAM::ENSG00000171587.10	13	13	11	0.61629	1.0	0.38371	0.8886826940107202	11	0	2	gc19_pc.3utr::gencode::DSCAM::ENSG00000171587.10
gc19_pc.3utr::gencode::NAT14::ENSG00000090971.4	4	4	4	0.61656	1.0	0.38344	0.8886826940107202	4	0	0	gc19_pc.3utr::gencode::NAT14::ENSG00000090971.4
gc19_pc.3utr::gencode::LYRM1::ENSG00000102897.5	2	2	2	0.61663	1.0	0.38337	0.8886826940107202	2	0	0	gc19_pc.3utr::gencode::LYRM1::ENSG00000102897.5
gc19_pc.3utr::gencode::ALPI::ENSG00000163295.4	2	2	2	0.61669	1.0	0.38331	0.8886826940107202	2	0	0	gc19_pc.3utr::gencode::ALPI::ENSG00000163295.4
gc19_pc.3utr::gencode::ZFP14::ENSG00000142065.9	6	6	6	0.61671	1.0	0.38329	0.8886826940107202	6	0	0	gc19_pc.3utr::gencode::ZFP14::ENSG00000142065.9
gc19_pc.3utr::gencode::BCAS3::ENSG00000141376.16	3	3	3	0.61677	1.0	0.38323	0.8886826940107202	3	0	0	gc19_pc.3utr::gencode::BCAS3::ENSG00000141376.16
gc19_pc.3utr::gencode::TMCO4::ENSG00000162542.9	2	2	2	0.61679	1.0	0.38321	0.8886826940107202	2	0	0	gc19_pc.3utr::gencode::TMCO4::ENSG00000162542.9
gc19_pc.3utr::gencode::VIM::ENSG00000026025.9	1	1	1	0.61692		0.38371		1	0	0	gc19_pc.3utr::gencode::VIM::ENSG00000026025.9
gc19_pc.3utr::gencode::MARCH4::ENSG00000144583.4	4	4	4	0.61699	1.0	0.38301	0.8886826940107202	4	0	0	gc19_pc.3utr::gencode::MARCH4::ENSG00000144583.4
gc19_pc.3utr::gencode::CCP110::ENSG00000103540.12	2	2	2	0.61726	1.0	0.38274	0.8885291214953271	2	0	0	gc19_pc.3utr::gencode::CCP110::ENSG00000103540.12
gc19_pc.3utr::gencode::RFX5::ENSG00000143390.13	2	2	2	0.61731	1.0	0.38269	0.8885291214953271	2	0	0	gc19_pc.3utr::gencode::RFX5::ENSG00000143390.13
gc19_pc.3utr::gencode::PIGM::ENSG00000143315.5	6	6	6	0.61735	1.0	0.38265	0.8885291214953271	5	0	1	gc19_pc.3utr::gencode::PIGM::ENSG00000143315.5
gc19_pc.3utr::gencode::LRP10::ENSG00000197324.4	8	8	8	0.61745	1.0	0.38255	0.8885291214953271	8	0	0	gc19_pc.3utr::gencode::LRP10::ENSG00000197324.4
gc19_pc.3utr::gencode::LGR4::ENSG00000205213.9	6	6	6	0.6175	1.0	0.3825	0.8885291214953271	5	0	1	gc19_pc.3utr::gencode::LGR4::ENSG00000205213.9
gc19_pc.3utr::gencode::DPYSL4::ENSG00000151640.8	6	6	6	0.6175	1.0	0.3825	0.8885291214953271	6	0	0	gc19_pc.3utr::gencode::DPYSL4::ENSG00000151640.8
gc19_pc.3utr::gencode::TAS2R20::ENSG00000255837.1	1	1	1	0.61757		0.38402		1	0	0	gc19_pc.3utr::gencode::TAS2R20::ENSG00000255837.1
gc19_pc.3utr::gencode::ANK3::ENSG00000151150.16	12	12	12	0.61782	1.0	0.38218	0.8884746092653252	11	0	1	gc19_pc.3utr::gencode::ANK3::ENSG00000151150.16
gc19_pc.3utr::gencode::FADS6::ENSG00000172782.7	4	4	4	0.61791	1.0	0.38209	0.8884732600046805	4	0	0	gc19_pc.3utr::gencode::FADS6::ENSG00000172782.7
gc19_pc.3utr::gencode::CDH6::ENSG00000113361.8	30	30	28	0.61791	1.0	0.38209	0.8884732600046805	30	0	0	gc19_pc.3utr::gencode::CDH6::ENSG00000113361.8
gc19_pc.3utr::gencode::RNF32::ENSG00000105982.12	2	2	2	0.61799	1.0	0.38201	0.8884732600046805	2	0	0	gc19_pc.3utr::gencode::RNF32::ENSG00000105982.12
gc19_pc.3utr::gencode::GAA::ENSG00000171298.8	2	2	2	0.61818	1.0	0.38182	0.8884692084309133	2	0	0	gc19_pc.3utr::gencode::GAA::ENSG00000171298.8
gc19_pc.3utr::gencode::NFATC2::ENSG00000101096.15	9	9	9	0.61819	1.0	0.38181	0.8884692084309133	9	0	0	gc19_pc.3utr::gencode::NFATC2::ENSG00000101096.15
gc19_pc.3utr::gencode::PPP1R17::ENSG00000106341.6	10	10	10	0.61822	1.0	0.38178	0.8884692084309133	9	0	1	gc19_pc.3utr::gencode::PPP1R17::ENSG00000106341.6
gc19_pc.3utr::gencode::KLK10::ENSG00000129451.7	3	3	3	0.61839	1.0	0.38161	0.8884692084309133	3	0	0	gc19_pc.3utr::gencode::KLK10::ENSG00000129451.7
gc19_pc.3utr::gencode::CYB5RL::ENSG00000215883.5	8	8	8	0.61845	1.0	0.38155	0.8884692084309133	8	0	0	gc19_pc.3utr::gencode::CYB5RL::ENSG00000215883.5
gc19_pc.3utr::gencode::BTBD18::ENSG00000233436.3	3	3	3	0.61848	1.0	0.38152	0.8884692084309133	3	0	0	gc19_pc.3utr::gencode::BTBD18::ENSG00000233436.3
gc19_pc.3utr::gencode::INHBC::ENSG00000175189.3	1	1	1	0.6185		0.38319		1	0	0	gc19_pc.3utr::gencode::INHBC::ENSG00000175189.3
gc19_pc.3utr::gencode::C2orf43::ENSG00000118961.10	6	6	6	0.6185	1.0	0.3815	0.8884692084309133	6	0	0	gc19_pc.3utr::gencode::C2orf43::ENSG00000118961.10
gc19_pc.3utr::gencode::SDHAF1::ENSG00000205138.2	1	1	1	0.61863		0.38176		1	0	0	gc19_pc.3utr::gencode::SDHAF1::ENSG00000205138.2
gc19_pc.3utr::gencode::SPATA16::ENSG00000144962.6	1	1	1	0.61868		0.3825		1	0	0	gc19_pc.3utr::gencode::SPATA16::ENSG00000144962.6
gc19_pc.3utr::gencode::DNAJC10::ENSG00000077232.12	38	38	34	0.61878	1.0	0.38122	0.8884692084309133	33	0	5	gc19_pc.3utr::gencode::DNAJC10::ENSG00000077232.12
gc19_pc.3utr::gencode::CDKL4::ENSG00000205111.4	3	3	3	0.61879	1.0	0.38121	0.8884692084309133	3	0	0	gc19_pc.3utr::gencode::CDKL4::ENSG00000205111.4
gc19_pc.3utr::gencode::SPARCL1::ENSG00000152583.8	1	1	1	0.61891		0.38303		1	0	0	gc19_pc.3utr::gencode::SPARCL1::ENSG00000152583.8
gc19_pc.3utr::gencode::RRP12::ENSG00000052749.9	1	1	1	0.61891		0.38187		1	0	0	gc19_pc.3utr::gencode::RRP12::ENSG00000052749.9
gc19_pc.3utr::gencode::KRBA1::ENSG00000133619.13	1	1	1	0.61895		0.38293		1	0	0	gc19_pc.3utr::gencode::KRBA1::ENSG00000133619.13
gc19_pc.3utr::gencode::ZSWIM6::ENSG00000130449.5	5	5	5	0.61923	1.0	0.38077	0.8878973762027692	4	0	1	gc19_pc.3utr::gencode::ZSWIM6::ENSG00000130449.5
gc19_pc.3utr::gencode::RNASE11::ENSG00000173464.10	4	4	4	0.61926	1.0	0.38074	0.8878973762027692	4	0	0	gc19_pc.3utr::gencode::RNASE11::ENSG00000173464.10
gc19_pc.3utr::gencode::C18orf32::ENSG00000177576.6	4	4	4	0.61933	1.0	0.38067	0.8878973762027692	4	0	0	gc19_pc.3utr::gencode::C18orf32::ENSG00000177576.6
gc19_pc.3utr::gencode::TSPAN33::ENSG00000158457.4	2	2	1	0.61933		0.38067		2	0	0	gc19_pc.3utr::gencode::TSPAN33::ENSG00000158457.4
gc19_pc.3utr::gencode::ZNF517::ENSG00000197363.5	2	2	2	0.61935	1.0	0.38065	0.8878973762027692	2	0	0	gc19_pc.3utr::gencode::ZNF517::ENSG00000197363.5
gc19_pc.3utr::gencode::SFXN5::ENSG00000144040.8	6	6	6	0.61951	1.0	0.38049	0.8878973762027692	6	0	0	gc19_pc.3utr::gencode::SFXN5::ENSG00000144040.8
gc19_pc.3utr::gencode::PAX7::ENSG00000009709.7	19	19	18	0.61953	1.0	0.38047	0.8878973762027692	19	0	0	gc19_pc.3utr::gencode::PAX7::ENSG00000009709.7
gc19_pc.3utr::gencode::FFAR4::ENSG00000186188.6	2	2	2	0.61966	1.0	0.38035	0.8878973762027692	1	0	1	gc19_pc.3utr::gencode::FFAR4::ENSG00000186188.6
gc19_pc.3utr::gencode::CTD-2021H9.3::ENSG00000258053.1	1	1	1	0.61966		0.38234		1	0	0	gc19_pc.3utr::gencode::CTD-2021H9.3::ENSG00000258053.1
gc19_pc.3utr::gencode::TRMT10A::ENSG00000145331.9	2	2	2	0.61973	1.0	0.38027	0.8878973762027692	2	0	0	gc19_pc.3utr::gencode::TRMT10A::ENSG00000145331.9
gc19_pc.3utr::gencode::IPPK::ENSG00000127080.5	3	3	3	0.6199	1.0	0.3801	0.8878973762027692	3	0	0	gc19_pc.3utr::gencode::IPPK::ENSG00000127080.5
gc19_pc.3utr::gencode::VDR::ENSG00000111424.6	7	7	7	0.61997	1.0	0.38003	0.8878973762027692	6	0	1	gc19_pc.3utr::gencode::VDR::ENSG00000111424.6
gc19_pc.3utr::gencode::CAMK2D::ENSG00000145349.12	5	5	5	0.62012	1.0	0.37988	0.8878973762027692	4	0	1	gc19_pc.3utr::gencode::CAMK2D::ENSG00000145349.12
gc19_pc.3utr::gencode::KCNS2::ENSG00000156486.7	7	7	7	0.62034	1.0	0.37966	0.887600414117647	7	0	0	gc19_pc.3utr::gencode::KCNS2::ENSG00000156486.7
gc19_pc.3utr::gencode::SLC16A7::ENSG00000118596.7	10	10	10	0.62036	1.0	0.37964	0.887600414117647	10	0	0	gc19_pc.3utr::gencode::SLC16A7::ENSG00000118596.7
gc19_pc.3utr::gencode::PRKAG3::ENSG00000115592.7	5	5	5	0.62038	1.0	0.37962	0.887600414117647	5	0	0	gc19_pc.3utr::gencode::PRKAG3::ENSG00000115592.7
gc19_pc.3utr::gencode::CSF2RB::ENSG00000100368.9	5	5	5	0.62044	1.0	0.37956	0.887600414117647	5	0	0	gc19_pc.3utr::gencode::CSF2RB::ENSG00000100368.9
gc19_pc.3utr::gencode::KCTD15::ENSG00000153885.10	20	20	18	0.6205	1.0	0.3795	0.887600414117647	18	1	1	gc19_pc.3utr::gencode::KCTD15::ENSG00000153885.10
gc19_pc.3utr::gencode::PDE1A::ENSG00000115252.14	13	13	13	0.62056	1.0	0.37944	0.887600414117647	12	0	1	gc19_pc.3utr::gencode::PDE1A::ENSG00000115252.14
gc19_pc.3utr::gencode::C17orf85::ENSG00000074356.12	2	2	2	0.62056	1.0	0.37944	0.887600414117647	2	0	0	gc19_pc.3utr::gencode::C17orf85::ENSG00000074356.12
gc19_pc.3utr::gencode::USP5::ENSG00000111667.9	1	1	1	0.62064		0.38033		1	0	0	gc19_pc.3utr::gencode::USP5::ENSG00000111667.9
gc19_pc.3utr::gencode::NMNAT2::ENSG00000157064.6	18	18	18	0.62079	1.0	0.37921	0.887600414117647	17	0	1	gc19_pc.3utr::gencode::NMNAT2::ENSG00000157064.6
gc19_pc.3utr::gencode::CDR1::ENSG00000184258.5	1	1	1	0.62082		0.37963		1	0	0	gc19_pc.3utr::gencode::CDR1::ENSG00000184258.5
gc19_pc.3utr::gencode::ZNF844::ENSG00000223547.5	14	14	13	0.62086	1.0	0.37914	0.887600414117647	13	0	1	gc19_pc.3utr::gencode::ZNF844::ENSG00000223547.5
gc19_pc.3utr::gencode::EPB41L1::ENSG00000088367.16	9	9	9	0.62088	1.0	0.37912	0.887600414117647	8	0	1	gc19_pc.3utr::gencode::EPB41L1::ENSG00000088367.16
gc19_pc.3utr::gencode::ATE1::ENSG00000107669.13	5	5	5	0.62096	1.0	0.37904	0.887600414117647	5	0	0	gc19_pc.3utr::gencode::ATE1::ENSG00000107669.13
gc19_pc.3utr::gencode::SIGLEC7::ENSG00000168995.9	2	2	2	0.62102	1.0	0.37899	0.887600414117647	2	0	0	gc19_pc.3utr::gencode::SIGLEC7::ENSG00000168995.9
gc19_pc.3utr::gencode::LMX1B::ENSG00000136944.13	17	17	16	0.62103	1.0	0.37897	0.887600414117647	17	0	0	gc19_pc.3utr::gencode::LMX1B::ENSG00000136944.13
gc19_pc.3utr::gencode::BRDT::ENSG00000137948.14	3	3	3	0.62105	1.0	0.37895	0.887600414117647	3	0	0	gc19_pc.3utr::gencode::BRDT::ENSG00000137948.14
gc19_pc.3utr::gencode::C13orf45::ENSG00000178734.4	1	1	1	0.62129		0.37964		1	0	0	gc19_pc.3utr::gencode::C13orf45::ENSG00000178734.4
gc19_pc.3utr::gencode::MBD2::ENSG00000134046.7	4	4	4	0.62131	1.0	0.37869	0.887600414117647	4	0	0	gc19_pc.3utr::gencode::MBD2::ENSG00000134046.7
gc19_pc.3utr::gencode::CD99L2::ENSG00000102181.15	7	7	7	0.62145	1.0	0.37855	0.887600414117647	7	0	0	gc19_pc.3utr::gencode::CD99L2::ENSG00000102181.15
gc19_pc.3utr::gencode::LRRC38::ENSG00000162494.5	6	6	6	0.62156	1.0	0.37844	0.887600414117647	6	0	0	gc19_pc.3utr::gencode::LRRC38::ENSG00000162494.5
gc19_pc.3utr::gencode::FAM43A::ENSG00000185112.4	1	1	1	0.62158		0.37856		1	0	0	gc19_pc.3utr::gencode::FAM43A::ENSG00000185112.4
gc19_pc.3utr::gencode::INSIG1::ENSG00000186480.8	7	7	6	0.62166	1.0	0.37834	0.887600414117647	7	0	0	gc19_pc.3utr::gencode::INSIG1::ENSG00000186480.8
gc19_pc.3utr::gencode::ZNF564::ENSG00000249709.3	3	3	3	0.6218	1.0	0.3782	0.887600414117647	2	0	1	gc19_pc.3utr::gencode::ZNF564::ENSG00000249709.3
gc19_pc.3utr::gencode::MRPS25::ENSG00000131368.3	9	9	8	0.62202	1.0	0.37798	0.887600414117647	8	0	1	gc19_pc.3utr::gencode::MRPS25::ENSG00000131368.3
gc19_pc.3utr::gencode::TOB1::ENSG00000141232.4	1	1	1	0.62203		0.37829		1	0	0	gc19_pc.3utr::gencode::TOB1::ENSG00000141232.4
gc19_pc.3utr::gencode::MUSK::ENSG00000030304.8	2	2	2	0.62206	1.0	0.37794	0.887600414117647	2	0	0	gc19_pc.3utr::gencode::MUSK::ENSG00000030304.8
gc19_pc.3utr::gencode::GATA6::ENSG00000141448.4	3	3	3	0.62214	1.0	0.37786	0.887600414117647	3	0	0	gc19_pc.3utr::gencode::GATA6::ENSG00000141448.4
gc19_pc.3utr::gencode::PROX2::ENSG00000119608.8	3	3	3	0.62215	1.0	0.37785	0.887600414117647	3	0	0	gc19_pc.3utr::gencode::PROX2::ENSG00000119608.8
gc19_pc.3utr::gencode::CD9::ENSG00000010278.7	1	1	1	0.62223		0.37823		1	0	0	gc19_pc.3utr::gencode::CD9::ENSG00000010278.7
gc19_pc.3utr::gencode::C12orf36::ENSG00000180861.5	7	7	7	0.62226	1.0	0.37774	0.887600414117647	7	0	0	gc19_pc.3utr::gencode::C12orf36::ENSG00000180861.5
gc19_pc.3utr::gencode::PROSC::ENSG00000147471.7	3	3	3	0.62239	1.0	0.37761	0.887600414117647	3	0	0	gc19_pc.3utr::gencode::PROSC::ENSG00000147471.7
gc19_pc.3utr::gencode::C12orf4::ENSG00000047621.7	3	3	3	0.62244	1.0	0.37756	0.887600414117647	3	0	0	gc19_pc.3utr::gencode::C12orf4::ENSG00000047621.7
gc19_pc.3utr::gencode::GEN1::ENSG00000178295.10	7	7	7	0.62265	1.0	0.37735	0.887600414117647	5	0	2	gc19_pc.3utr::gencode::GEN1::ENSG00000178295.10
gc19_pc.3utr::gencode::ALDH3A2::ENSG00000072210.14	4	4	4	0.62268	1.0	0.37732	0.887600414117647	4	0	0	gc19_pc.3utr::gencode::ALDH3A2::ENSG00000072210.14
gc19_pc.3utr::gencode::BOK::ENSG00000176720.3	1	1	1	0.62278		0.37749		1	0	0	gc19_pc.3utr::gencode::BOK::ENSG00000176720.3
gc19_pc.3utr::gencode::ORC2::ENSG00000115942.4	8	8	8	0.6229	1.0	0.3771	0.8874622453813359	8	0	0	gc19_pc.3utr::gencode::ORC2::ENSG00000115942.4
gc19_pc.3utr::gencode::VHL::ENSG00000134086.7	4	4	4	0.62291	1.0	0.37709	0.8874622453813359	4	0	0	gc19_pc.3utr::gencode::VHL::ENSG00000134086.7
gc19_pc.3utr::gencode::TMCC3::ENSG00000057704.6	14	13	13	0.62308	1.0	0.37692	0.8874590331753553	13	1	0	gc19_pc.3utr::gencode::TMCC3::ENSG00000057704.6
gc19_pc.3utr::gencode::DDX19B::ENSG00000157349.11	2	2	2	0.62321	1.0	0.37679	0.8873632235126808	2	0	0	gc19_pc.3utr::gencode::DDX19B::ENSG00000157349.11
gc19_pc.3utr::gencode::CEP41::ENSG00000106477.14	11	11	11	0.62325	1.0	0.37675	0.8873632235126808	11	0	0	gc19_pc.3utr::gencode::CEP41::ENSG00000106477.14
gc19_pc.3utr::gencode::ZNF346::ENSG00000113761.7	7	7	7	0.62328	1.0	0.37672	0.8873632235126808	7	0	0	gc19_pc.3utr::gencode::ZNF346::ENSG00000113761.7
gc19_pc.3utr::gencode::ATF3::ENSG00000162772.12	2	2	2	0.62334	1.0	0.37666	0.8873632235126808	2	0	0	gc19_pc.3utr::gencode::ATF3::ENSG00000162772.12
gc19_pc.3utr::gencode::GRXCR1::ENSG00000215203.2	2	2	2	0.62341	1.0	0.37661	0.8873632235126808	2	0	0	gc19_pc.3utr::gencode::GRXCR1::ENSG00000215203.2
gc19_pc.3utr::gencode::C2CD4A::ENSG00000198535.5	4	4	4	0.62342	1.0	0.37658	0.8873632235126808	4	0	0	gc19_pc.3utr::gencode::C2CD4A::ENSG00000198535.5
gc19_pc.3utr::gencode::TMPO::ENSG00000120802.9	15	15	13	0.62368	1.0	0.37632	0.8873632235126808	14	0	1	gc19_pc.3utr::gencode::TMPO::ENSG00000120802.9
gc19_pc.3utr::gencode::STAM2::ENSG00000115145.5	6	6	6	0.6237	1.0	0.3763	0.8873632235126808	5	0	1	gc19_pc.3utr::gencode::STAM2::ENSG00000115145.5
gc19_pc.3utr::gencode::MFSD2B::ENSG00000205639.5	1	1	1	0.62374		0.37743		1	0	0	gc19_pc.3utr::gencode::MFSD2B::ENSG00000205639.5
gc19_pc.3utr::gencode::IFNLR1::ENSG00000185436.7	3	3	3	0.62376	1.0	0.37624	0.8873632235126808	3	0	0	gc19_pc.3utr::gencode::IFNLR1::ENSG00000185436.7
gc19_pc.3utr::gencode::PARP10::ENSG00000178685.9	1	1	1	0.62379		0.37714		1	0	0	gc19_pc.3utr::gencode::PARP10::ENSG00000178685.9
gc19_pc.3utr::gencode::SLC25A44::ENSG00000160785.9	3	3	3	0.62382	1.0	0.37618	0.8873632235126808	2	0	1	gc19_pc.3utr::gencode::SLC25A44::ENSG00000160785.9
gc19_pc.3utr::gencode::HEY1::ENSG00000164683.12	1	1	1	0.62383		0.37629		1	0	0	gc19_pc.3utr::gencode::HEY1::ENSG00000164683.12
gc19_pc.3utr::gencode::COX7C::ENSG00000127184.6	2	2	2	0.62383	1.0	0.37617	0.8873632235126808	1	1	0	gc19_pc.3utr::gencode::COX7C::ENSG00000127184.6
gc19_pc.3utr::gencode::TGFB3::ENSG00000119699.3	1	1	1	0.62388		0.37651		1	0	0	gc19_pc.3utr::gencode::TGFB3::ENSG00000119699.3
gc19_pc.3utr::gencode::GPANK1::ENSG00000204438.6	2	2	2	0.62392	1.0	0.37608	0.8873632235126808	2	0	0	gc19_pc.3utr::gencode::GPANK1::ENSG00000204438.6
gc19_pc.3utr::gencode::NELFB::ENSG00000188986.4	2	2	2	0.62412	1.0	0.37588	0.8873632235126808	2	0	0	gc19_pc.3utr::gencode::NELFB::ENSG00000188986.4
gc19_pc.3utr::gencode::ATCAY::ENSG00000167654.13	11	11	10	0.62422	1.0	0.37578	0.8873632235126808	11	0	0	gc19_pc.3utr::gencode::ATCAY::ENSG00000167654.13
gc19_pc.3utr::gencode::ZMIZ2::ENSG00000122515.10	3	3	3	0.62436	1.0	0.37564	0.8873632235126808	3	0	0	gc19_pc.3utr::gencode::ZMIZ2::ENSG00000122515.10
gc19_pc.3utr::gencode::GLYR1::ENSG00000140632.12	5	5	5	0.62437	1.0	0.37563	0.8873632235126808	5	0	0	gc19_pc.3utr::gencode::GLYR1::ENSG00000140632.12
gc19_pc.3utr::gencode::ZAN::ENSG00000146839.14	1	1	1	0.6244		0.38796		1	0	0	gc19_pc.3utr::gencode::ZAN::ENSG00000146839.14
gc19_pc.3utr::gencode::RRBP1::ENSG00000125844.11	1	1	1	0.6244		0.37623		1	0	0	gc19_pc.3utr::gencode::RRBP1::ENSG00000125844.11
gc19_pc.3utr::gencode::ZFAND4::ENSG00000172671.15	7	7	6	0.62488	1.0	0.37512	0.8867933190578159	7	0	0	gc19_pc.3utr::gencode::ZFAND4::ENSG00000172671.15
gc19_pc.3utr::gencode::FZD7::ENSG00000155760.1	5	5	5	0.62489	1.0	0.37511	0.8867933190578159	5	0	0	gc19_pc.3utr::gencode::FZD7::ENSG00000155760.1
gc19_pc.3utr::gencode::RHOB::ENSG00000143878.8	6	6	6	0.62502	1.0	0.37498	0.8867933190578159	6	0	0	gc19_pc.3utr::gencode::RHOB::ENSG00000143878.8
gc19_pc.3utr::gencode::GFER::ENSG00000127554.12	3	3	3	0.62507	1.0	0.37493	0.8867933190578159	3	0	0	gc19_pc.3utr::gencode::GFER::ENSG00000127554.12
gc19_pc.3utr::gencode::LITAF::ENSG00000189067.8	4	4	4	0.62508	1.0	0.37492	0.8867933190578159	4	0	0	gc19_pc.3utr::gencode::LITAF::ENSG00000189067.8
gc19_pc.3utr::gencode::TVP23C-CDRT4::ENSG00000259024.2	1	1	1	0.62509		0.37504		1	0	0	gc19_pc.3utr::gencode::TVP23C-CDRT4::ENSG00000259024.2
gc19_pc.3utr::gencode::TADA2B::ENSG00000173011.11	2	2	2	0.62513	1.0	0.37487	0.8867933190578159	2	0	0	gc19_pc.3utr::gencode::TADA2B::ENSG00000173011.11
gc19_pc.3utr::gencode::ATL2::ENSG00000119787.9	5	5	5	0.62515	1.0	0.37485	0.8867933190578159	5	0	0	gc19_pc.3utr::gencode::ATL2::ENSG00000119787.9
gc19_pc.3utr::gencode::VWA3B::ENSG00000168658.14	3	3	3	0.62524	1.0	0.37476	0.8867933190578159	3	0	0	gc19_pc.3utr::gencode::VWA3B::ENSG00000168658.14
gc19_pc.3utr::gencode::BMP6::ENSG00000153162.8	3	3	3	0.62532	1.0	0.37468	0.8867933190578159	3	0	0	gc19_pc.3utr::gencode::BMP6::ENSG00000153162.8
gc19_pc.3utr::gencode::TMEM199::ENSG00000244045.6	1	1	1	0.62539		0.37475		1	0	0	gc19_pc.3utr::gencode::TMEM199::ENSG00000244045.6
gc19_pc.3utr::gencode::AC132872.2::ENSG00000268852.1	5	5	5	0.62539	1.0	0.37461	0.8867933190578159	5	0	0	gc19_pc.3utr::gencode::AC132872.2::ENSG00000268852.1
gc19_pc.3utr::gencode::TPH1::ENSG00000129167.5	4	4	4	0.62544	1.0	0.37456	0.8867933190578159	4	0	0	gc19_pc.3utr::gencode::TPH1::ENSG00000129167.5
gc19_pc.3utr::gencode::RP11-595B24.2::ENSG00000263588.1	1	1	1	0.62546		0.3766		1	0	0	gc19_pc.3utr::gencode::RP11-595B24.2::ENSG00000263588.1
gc19_pc.3utr::gencode::TAF4::ENSG00000130699.12	1	1	1	0.6255		0.37527		1	0	0	gc19_pc.3utr::gencode::TAF4::ENSG00000130699.12
gc19_pc.3utr::gencode::C2orf78::ENSG00000187833.7	2	2	2	0.62564	1.0	0.37436	0.8867933190578159	2	0	0	gc19_pc.3utr::gencode::C2orf78::ENSG00000187833.7
gc19_pc.3utr::gencode::SPP1::ENSG00000118785.9	2	2	2	0.62565	1.0	0.37435	0.8867933190578159	2	0	0	gc19_pc.3utr::gencode::SPP1::ENSG00000118785.9
gc19_pc.3utr::gencode::NRG2::ENSG00000158458.15	2	2	2	0.62571	1.0	0.37429	0.8867933190578159	2	0	0	gc19_pc.3utr::gencode::NRG2::ENSG00000158458.15
